,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
33729,USA,United States of America,Valencia,USA0006515,108.0,31.3635,-110.9313,Gas,Oil,,,1997.5,UNS Electric  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16371,2019.0,22.751,0.0,0.0,0.62,3.0160000000000005,0.0,27.404,U.S. Energy Information Administration,,,,,380.86,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33731,USA,United States of America,Valencia Energy Facility,USA0055802,159.5,34.6115,-106.7322,Gas,,,,2008.0,Valencia Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,78.106,64.342,105.161,60.911,76.524,101.531,80.233,U.S. Energy Information Administration,,,,,562.47,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33733,USA,United States of America,Valenite,USA0056131,2.9,34.6572,-83.0383,Oil,,,,2003.0,Central Electric Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.056,0.095,0.135,0.165,0.085,0.05,0.003,U.S. Energy Information Administration,,,,,1.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33736,USA,United States of America,Valero Refinery Cogeneration Unit 1,USA0055851,51.0,38.0736,-122.1411,Gas,,,,2002.0,Valero Refining Co California,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,347.48999900000007,376.966999,350.05599700000005,292.000996,304.071003,362.289,339.249004,U.S. Energy Information Administration,,,,,179.85,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33738,USA,United States of America,Valero Wilmington Cogeneration Plant,USA0063285,33.5,33.7787,-118.2385,Gas,,,,2017.0,Valero Wilmington,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,253.352,U.S. Energy Information Administration,,,,,118.13,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33741,USA,United States of America,Valley (CA),USA0000408,690.5,34.245,-118.3913,Gas,Oil,Biomass,,2002.8247646632876,Los Angeles Department of Water & Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,926.921,0.0,0.0,0.0,0.0,1491.9780069999997,2241.784000000001,U.S. Energy Information Administration,,,,,2435.04,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33742,USA,United States of America,Valley (WI),USA0004042,274.7,43.0303,-87.9233,Gas,Oil,,,1968.50491445213,Wisconsin Electric Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37210,2019.0,457.011004,543.219,505.79100000000005,444.31500000000005,381.617,0.0,379.801,U.S. Energy Information Administration,,,,,968.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33748,USA,United States of America,Valley Queen Cheese,USA0056274,4.5,45.2211,-96.6372,Oil,,,,2002.6666666666667,Valley Queen Cheese Factory  Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,56918,2019.0,0.357,0.064,0.039,0.051,0.03892,0.025,0.016,U.S. Energy Information Administration,,,,,2.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33753,USA,United States of America,Valmont,USA0000477,59.3,40.0195,-105.202,Gas,,,,1973.0,Public Service Co of Colorado,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46204,2019.0,995.859996,1048.991048,1058.475045,1010.565003,0.0,2.717,2.466,U.S. Energy Information Administration,,,,,209.12,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33754,USA,United States of America,Valmont Combustion Turbine Project,USA0055207,142.2,40.0205,-105.2009,Gas,,,,2000.5,SWG Colorado LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,9.264,0.48,0.0,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,501.46,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33756,USA,United States of America,Van Sant Station,USA0007318,45.1,39.145,-75.5482,Oil,Gas,,,1991.0,NAES Corporation - (DE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18583,2019.0,1.5680000000000005,1.836,2.403,1.176,3.681,6.817,4.103000000000001,U.S. Energy Information Administration,,,,,26.43,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33761,USA,United States of America,Vanderbilt University Power Plant,USA0052048,18.7,36.1459,-86.8038,Gas,,,,2012.058823529412,Vanderbilt University,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,86.23606099999999,28.408,0.0,0.0,0.0,0.0,110.565,U.S. Energy Information Administration,,,,,65.94,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33762,USA,United States of America,Vandolah Power Station,USA0055415,728.0,27.5236,-81.924,Gas,Oil,,,2002.0,Vandolah Power Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48013,2019.0,0.0,319.64899799999995,607.0179989999999,1728.7610350000002,1122.210031,1153.713991,809.9049990000001,U.S. Energy Information Administration,,,,,2567.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33768,USA,United States of America,Vassar Brothers Medical Center,USA0063550,4.0,41.6936,-73.9348,Oil,,,,2002.4,Vassar Brothers Medical Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,,,,,,,2.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33770,USA,United States of America,Vega Baja,WRI1028009,42.0,18.4458,-66.3914,Gas,,,,,,CEPR,http://energia.pr.gov/datos/plantas/,WRI,30948,,,,,,,,,,,,,,148.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33776,USA,United States of America,Venice,USA0000913,586.0,38.6642,-90.1764,Gas,Oil,,,2004.68771331058,Union Electric Co - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35274,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,U.S. Energy Information Administration,,,,,2066.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33782,USA,United States of America,Vergennes 9,USA0006519,6.4,44.1664,-73.2575,Oil,Hydro,,,1949.03125,Green Mountain Power Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21413,2019.0,13.905,11.566,9.028,10.199,11.42,8.785,5.885,U.S. Energy Information Administration,,,,,3.75,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33783,USA,United States of America,Verizon-Torrance,USA0059261,1.0,33.8506,-118.3042,Gas,,,,2014.0,Bloom Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,7.408,6.26,6.87,7.881,6.993,6.6370000000000005,U.S. Energy Information Administration,,,,,3.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33784,USA,United States of America,Vermillion Energy Facility,USA0055111,692.0,39.9223,-87.4464,Gas,,,,2000.0,Duke Energy Ohio Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,67.169,14.632,105.077,147.883,58.277,243.197,99.994,U.S. Energy Information Administration,,,,,2440.33,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33786,USA,United States of America,Vernon,USA0007436,30.0,33.9986,-118.2219,Oil,,,,1933.0,City of Vernon,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,,,,,,,17.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33787,USA,United States of America,Vernon Boulevard,USA0007909,94.0,40.7537,-73.9508,Gas,,,,2001.0,New York Power Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47261,2019.0,80.688,48.93,49.902,48.915,48.335,48.862,32.038000000000004,U.S. Energy Information Administration,,,,,331.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33789,USA,United States of America,Versailles Peaking,USA0007775,5.4,40.2247,-84.4769,Oil,,,,1999.0,American Mun Power-Ohio  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,58968,2019.0,0.011,0.038,0.202,0.237,0.146,0.25,0.132,U.S. Energy Information Administration,,,,,3.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33795,USA,United States of America,Vestaburg,USA0001881,23.7,43.4016,-84.9141,Gas,Oil,,,1972.0,Wolverine Power Supply Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37314,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.177,U.S. Energy Information Administration,,,,,83.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33798,USA,United States of America,Vicinity Energy Trenton  L.P.,USA0050094,6.0,40.2167,-74.7667,Gas,Oil,,,1984.0,Vicinity Energy Trenton  L.P.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34978,2019.0,1.43374,3.72008,4.94312,2.75576,1.54546,0.77714,0.22442,U.S. Energy Information Administration,,,,,21.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33803,USA,United States of America,Victor J Daniel Jr,USA0006073,2229.0,30.5322,-88.5553,Gas,Coal,Oil,,1990.1766711529835,Mississippi Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26572,2019.0,9367.022986,10882.953965,10533.658028000002,9506.568002,10042.031951,10735.190005,10355.135990999996,U.S. Energy Information Administration,,,,,7860.55,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33809,USA,United States of America,Victoria,USA0003443,376.9,28.7883,-97.01,Gas,,,,1987.031308039268,Victoria WLE  LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15945,2019.0,788.962,635.176,812.3000000000001,631.973,552.927,1027.601,1260.976,U.S. Energy Information Administration,,,,,1329.13,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33811,USA,United States of America,Victoria Port Power LLC,USA0061242,100.0,28.6958,-96.9454,Gas,,,,2019.0,Agilon Energy Holdings II  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,43.958,U.S. Energy Information Administration,,,,,352.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33812,USA,United States of America,Victoria Texas Plant,USA0010790,102.4,28.6751,-96.956,Gas,,,,1987.0,Invista,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,519.671,535.933,561.7760000000001,583.352,367.839,588.842,505.437,U.S. Energy Information Administration,,,,,361.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33819,USA,United States of America,Vienna Operations,USA0001564,180.6,38.4878,-75.8208,Oil,,,,1971.5880398671095,NRG Vienna Operations Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,18246,2019.0,4.362,15.583000000000002,11.05,0.7440000000000001,-1.432,5.517999999999999,-0.494,U.S. Energy Information Administration,,,,,105.84,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33821,USA,United States of America,Vieques EPP,WRI1028006,6.0,18.1429,-65.444,Oil,,,,,,CEPR,http://energia.pr.gov/datos/plantas/,WRI,49079,,,,,,,,,,,,,,3.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33822,USA,United States of America,Viking,USA0056147,1.0,55.5407,-133.1023,Oil,,,,2003.0,Alaska Power and Telephone Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,56869,2019.0,-0.012,-0.015,-0.011,-0.01,-0.006,0.0,0.0,U.S. Energy Information Administration,,,,,0.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33829,USA,United States of America,Village Creek Water Reclamation Facility,USA0054520,12.4,32.7751,-97.1421,Gas,Biomass,,,1999.9838709677424,Ft Worth City of,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49099,2019.0,34.718,33.447,33.524,35.102000000000004,33.136,33.43,35.151,U.S. Energy Information Administration,,,,,43.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33830,USA,United States of America,Villisca Municipal Power Plant,USA0001193,4.0,40.9315,-94.9855,Oil,,,,2003.0,City of Villisca - (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36058,2019.0,0.012,0.012,0.025,0.018,0.015,0.012,0.015,U.S. Energy Information Administration,,,,,2.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33836,USA,United States of America,Vinton,USA0001194,17.5,42.1697,-92.0222,Oil,Gas,,,1972.9771428571428,City of Vinton - (IA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36070,2019.0,-0.179,-0.242,-0.224,-0.037,-0.139,-0.202,-0.088,U.S. Energy Information Administration,,,,,10.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33837,USA,United States of America,Viola,USA0004139,1.8,43.507,-90.669,Oil,,,,2002.0,Village of Viola - (WI),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36072,2019.0,0.003,0.004,0.0,0.0,0.0,0.0,-0.002,U.S. Energy Information Administration,,,,,1.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33842,USA,United States of America,Virginia City Hybrid Energy Center,USA0056808,668.0,36.9164,-82.3381,Coal,Waste,Oil,,2012.0,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55695,2019.0,3575.852037,3535.119003,2808.749041,3505.042958,3332.7459700000004,2957.76097,1185.079993,U.S. Energy Information Administration,,,,,3085.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33843,USA,United States of America,Virginia Tech Power Plant,USA0056785,6.3,37.2319,-80.4211,Gas,Coal,Oil,,1976.0,Virginia Polytechnic Inst and State Unv,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,10.061,27.92436,25.17,16.65,20.948,21.78,20.569,U.S. Energy Information Administration,,,,,22.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33848,USA,United States of America,Vitro Architectural Glass (PA),USA0058051,5.0,40.1264,-77.1644,Oil,,,,1986.4,Vitro Architectural Glass (PA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.05978,0.0637,0.05194,0.05684,0.049,0.05586,0.03724,U.S. Energy Information Administration,,,,,2.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33849,USA,United States of America,Vitro Flat Glass LLC,USA0058053,3.3000000000000003,36.69,-119.72,Oil,,,,1992.151515151515,Vitro Flat Glass LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.049,0.044,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,1.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33862,USA,United States of America,W A Parish,USA0003470,4008.4,29.4828,-95.6311,Coal,Gas,,,1974.7164953597444,NRG Texas Power LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,22413,2019.0,15803.69223,16130.28482,15808.7548,13299.863200000002,16206.6046,15850.5214,14328.2183,U.S. Energy Information Administration,,,,,18515.5,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33864,USA,United States of America,W H Hill,USA0000772,37.1,19.7041,-155.0607,Oil,,,,1971.579514824798,Hawaii Electric Light Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21888,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,172.345,U.S. Energy Information Administration,,,,,21.74,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33865,USA,United States of America,W H Weatherspoon,USA0002716,163.0,34.5875,-78.9755,Oil,,,,1970.5128834355824,Duke Energy Progress - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15630,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.118,U.S. Energy Information Administration,,,,,95.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33866,USA,United States of America,W H Zimmer,USA0006019,1425.6,38.8675,-84.2289,Coal,,,,1991.0,Dynegy W H Zimmer,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,16329,2019.0,9361.734971,7283.735025,5936.999027,5452.721041,8172.641976999999,8099.134994000001,3549.262953,U.S. Energy Information Administration,,,,,6585.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33868,USA,United States of America,W Plant,USA0059458,4.6,32.9033,-117.1956,Gas,,,,2005.0,Qualcomm Incorporated,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,30.865,36.017,35.344,33.722,34.706,35.038000000000004,U.S. Energy Information Administration,,,,,16.22,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33870,USA,United States of America,W S Lee,USA0003264,1117.9,34.6022,-82.435,Gas,Oil,,,2008.324000357814,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,59.74,344.728,0.0,284.118001,127.393,3657.335000000001,5272.034,U.S. Energy Information Administration,,,,,3942.26,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33871,USA,United States of America,W.A. Parish Carbon Capture Plant,USA0058378,102.7,29.4753,-95.6342,Gas,,,,2013.0,Petra Nova Power I LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,7.639,13.525,18.623,42.027,271.283,276.596,343.23,U.S. Energy Information Administration,,,,,362.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33894,USA,United States of America,WFEC GenCo LLC,USA0055655,90.0,35.0833,-98.2264,Gas,,,,2001.0,Western Farmers Elec Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,1.383,31.692,90.617,185.352,146.078,209.742,134.862,U.S. Energy Information Administration,,,,,317.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33896,USA,United States of America,WPPI Hartford DG,USA0056266,1.1,43.3358,-88.4097,Oil,,,,2005.0,WPPI Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.011,0.011,0.01,0.008,0.009,0.008,0.007,U.S. Energy Information Administration,,,,,0.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33901,USA,United States of America,Wabash Valley Power IGCC,USA0057842,192.0,39.53,-87.4247,Gas,,,,1995.0,Wabash Valley Power Assn  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,1577.2819670000003,1285.479,1223.856005,540.994004,48.88,85.69686,77.628,U.S. Energy Information Administration,,,,,677.08,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33912,USA,United States of America,Wading River,USA0007146,238.5,40.9569,-72.8774,Oil,,,,1989.0,National Grid Generation LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,42.982,30.715,16.323,22.972,5.721,12.886,10.763,U.S. Energy Information Administration,,,,,139.77,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33916,USA,United States of America,Wahoo,USA0002310,14.2,41.2118,-96.6115,Gas,Oil,,,1963.1197183098595,City of Wahoo - (NE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36201,2019.0,0.233,0.1899999999999999,0.102,0.054,0.0549999999999999,0.14,0.017,U.S. Energy Information Administration,,,,,50.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33917,USA,United States of America,Waiau,USA0000766,474.6000000000001,21.389,-157.9615,Oil,,,,1963.007796038769,Hawaiian Electric Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21900,2019.0,1035.919,1044.924,1191.0293,912.935,912.198,983.895,1002.196,U.S. Energy Information Administration,,,,,278.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33922,USA,United States of America,Waimea,USA0000768,7.5,20.0252,-155.6955,Oil,,,,1971.6666666666667,Hawaii Electric Light Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21889,2019.0,4.071,3.021,2.802,1.798,1.037,0.915,0.964,U.S. Energy Information Administration,,,,,4.39,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33929,USA,United States of America,Wakefield,USA0002311,4.1000000000000005,42.2691,-96.8621,Gas,Oil,,,1959.0243902439024,City of Wakefield - (NE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27305,2019.0,0.065,0.069,0.025,0.021,0.025,0.035,0.005,U.S. Energy Information Administration,,,,,14.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33937,USA,United States of America,Wallingford Energy,USA0055517,350.0,41.4487,-72.8354,Gas,,,,2005.857142857143,Wallingford Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,47008,2019.0,51.111,47.697,142.59,205.857,154.742,151.654,105.704,U.S. Energy Information Administration,,,,,1234.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33940,USA,United States of America,Walnut,USA0004256,49.8,37.4903,-120.9044,Gas,Oil,,,1986.0,Turlock Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57754,2019.0,0.0,0.0,0.0,-0.162,0.307,0.01,-0.255,U.S. Energy Information Administration,,,,,175.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33941,USA,United States of America,Walnut Creek Energy Park,USA0057515,500.0,34.0087,-117.9449,Gas,,,,2013.0,Walnut Creek LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35106,2019.0,316.129,489.374,439.715,445.55,347.16,382.025,456.237,U.S. Energy Information Administration,,,,,1763.24,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33942,USA,United States of America,Walnut Energy Center,USA0056078,300.6,37.4878,-120.8956,Gas,,,,2006.0,Turlock Irrigation District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35106,2019.0,1409.497,1468.6750000000002,1576.127,1205.595,1124.2330000000002,1229.721,1044.133,U.S. Energy Information Administration,,,,,1060.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33951,USA,United States of America,Walter Scott Jr Energy Center,USA0001082,1648.3,41.18,-95.8408,Coal,,,,1994.670691014985,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,26312,2019.0,10947.151713,10799.462388,9586.255047,8695.387014,8563.352037,10039.865033,8014.202951,U.S. Energy Information Administration,,,,,7613.78,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
