,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
33957,USA,United States of America,Walton Bainbridge Power Facility,USA0056015,80.0,30.911,-84.5473,Oil,,,,2000.0,Walton Bainbridge LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.233,0.316,0.281,0.737,0.065,1.036,0.0,U.S. Energy Information Administration,,,,,46.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33958,USA,United States of America,Walton County Power LLC,USA0055128,494.1,33.8148,-83.6954,Gas,,,,2001.0,SEPG Operating Services  LLC Walton,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,132.161,223.418,367.382,352.285,249.489,336.791,458.156,U.S. Energy Information Administration,,,,,1742.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33959,USA,United States of America,Walton Discover Power Facility,USA0055138,103.0,32.541,-85.0389,Gas,,,,1999.0,Walton Discover LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,1.441,3.38,13.535,19.268,4.037,14.624,8.937,U.S. Energy Information Administration,,,,,363.22,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33960,USA,United States of America,Walton Street Substation,USA0056598,2.0,37.7881,-90.4336,Oil,,,,2003.0,City of Farmington - (MO),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.023,0.0,0.0,0.005,0.008,0.005,0.004,U.S. Energy Information Administration,,,,,1.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33961,USA,United States of America,Wamego,USA0001328,15.200000000000005,39.1992,-96.3086,Gas,Oil,,,1985.940789473684,City of Wamego - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36250,2019.0,0.0,-0.328,-0.7330000000000001,-0.746,-0.6759999999999999,-0.712,-0.606,U.S. Energy Information Administration,,,,,53.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33964,USA,United States of America,Wansley,USA0006052,1956.8,33.4134,-85.0323,Coal,Oil,,,1977.567457072772,Georgia Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21004,2019.0,1997.44301,4851.970029,4469.257013,4661.713993,3727.840013,2791.3060160000005,1815.800032,U.S. Energy Information Administration,,,,,9038.8,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33965,USA,United States of America,Wansley Combined Cycle,USA0055965,1239.0,33.4064,-85.037,Gas,,,,2002.0,Southern Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21004,2019.0,4358.552,5965.153,7860.46,7072.035,8707.877,8655.108,8846.762999999999,U.S. Energy Information Administration,,,,,4369.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33966,USA,United States of America,Wansley Unit 9,USA0007946,594.1,33.4083,-85.0403,Gas,,,,2004.0,Municipal Electric Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,1533.96,1622.571,2701.206,2722.525,2650.322,2084.949,3069.769,U.S. Energy Information Administration,,,,,2095.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33968,USA,United States of America,Wapsie Valley Creamery Back Up Generator,USA0059379,1.8,42.4778,-91.8911,Oil,,,,2015.0,Wapsie Valley Creamery,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,0.0,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,1.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33971,USA,United States of America,Ward WTP,USA0057607,2.0,35.9678,-79.9708,Oil,,,,1999.0,City Of High Point,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.003,0.003,0.008,0.076,0.118,0.068,0.107,U.S. Energy Information Administration,,,,,1.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33977,USA,United States of America,Warner Lambert,USA0054604,12.4,42.2993,-83.7053,Oil,Gas,,,2000.4596774193549,University of Michigan NCampus Research,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.0,25.01548,0.0,0.0,0.0,23.80152,U.S. Energy Information Administration,,,,,7.26,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33978,USA,United States of America,Warren,USA0003132,53.1,41.8359,-79.1887,Gas,Oil,,,1972.0,Warren Generation  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,66.071,5.568,2.457,3.991,0.0,1.93,U.S. Energy Information Administration,,,,,187.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33979,USA,United States of America,Warren County,USA0055939,1472.2,38.9717,-78.1772,Gas,,,,2015.0,Virginia Electric & Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,50808,2019.0,,,0.0,0.0,0.0,0.0,8769.572,U.S. Energy Information Administration,,,,,5191.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33982,USA,United States of America,Warren F Sam Beasley Generation Station,USA0007962,96.0,39.2792,-75.6239,Gas,Oil,,,2007.3125,Delaware Municipal Electric Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,49811,2019.0,23.974000000000004,42.817,43.540000000000006,72.908,17.391000000000002,30.699,28.607,U.S. Energy Information Administration,,,,,338.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33987,USA,United States of America,Warrick,USA0006705,822.8,37.915,-87.3328,Coal,Gas,,,1965.7479338842973,AGC Division of APG Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33215,2019.0,5339.464033,5511.831953,5491.580968,3450.181014,2645.8589990000005,4336.582027,4214.527038,U.S. Energy Information Administration,,,,,3800.65,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33995,USA,United States of America,Washington,USA0001329,8.9,39.7306,-96.9795,Oil,Gas,,,1972.5730337078653,City of Washington - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36335,2019.0,0.178,0.024,0.054,0.038,0.044,0.052,0.044,U.S. Energy Information Administration,,,,,5.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33997,USA,United States of America,Washington City Electric Generation,USA0059660,6.0,37.155,-113.4392,Gas,,,,2007.6666666666667,City of Washington - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,0.489,0.429,1.524,0.033,0.104,0.989,U.S. Energy Information Administration,,,,,21.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33998,USA,United States of America,Washington County Cogeneration Facility,USA0007697,122.5,31.2504,-88.0156,Gas,,,,1999.0,Alabama Power Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45690,2019.0,827.043,828.885,833.574,718.606,828.5120000000001,809.934,823.931,U.S. Energy Information Administration,,,,,431.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
33999,USA,United States of America,Washington County Power LLC,USA0055332,795.6,33.0922,-82.98,Gas,,,,2003.0,SEPG Operating Services  LLC WCP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,125.945,61.274,197.515,128.929,118.699,111.702,223.658,U.S. Energy Information Administration,,,,,2805.67,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34000,USA,United States of America,Washington Energy Facility,USA0055397,714.9000000000001,39.58,-81.6564,Gas,,,,2002.0,Dynegy Washington Energy Facility,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,4014.294,4345.118,4869.157,4376.341,4034.992,4649.717000000001,5060.389,U.S. Energy Information Administration,,,,,2521.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34001,USA,United States of America,Washington Island,USA0004148,5.0,45.3709,-86.9308,Oil,,,,1985.84,Washington Island El Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,36331,2019.0,0.049,0.045,0.03,0.125,0.014,0.235,0.027,U.S. Energy Information Administration,,,,,2.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34005,USA,United States of America,Wasson CO2 Removal Plant,USA0052122,23.4,33.0099,-102.7569,Gas,,,,1988.0,Occidental Permian Ltd,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13238,2019.0,122.742,156.96,161.1,156.13,150.33100000000002,162.862,152.499,U.S. Energy Information Administration,,,,,82.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34020,USA,United States of America,Waste Water Plant Generator,USA0056022,1.6,37.2278,-96.9897,Oil,,,,1993.0,City of Winfield - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,0.0,0.006,0.0,0.002,0.0,0.0,U.S. Energy Information Administration,,,,,0.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34024,USA,United States of America,Watchtower Educational Center,USA0055619,2.1,41.4984,-73.5746,Gas,Oil,,,1996.3333333333333,Watchtower Bible & Tract Soc-NY,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,7.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34025,USA,United States of America,Water Filter Plant #2,USA0055534,1.8,35.7377,-81.7278,Oil,,,,2013.0,City of Morganton - (NC),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.028,0.026,0.019,0.052,0.05,0.026,0.038,U.S. Energy Information Administration,,,,,1.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34027,USA,United States of America,Water Street Station,USA0007398,12.6,43.5828,-83.8967,Gas,Oil,,,1982.190476190476,City of Bay City - (MI),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34197,2019.0,0.5690000000000001,0.0849999999999999,0.162,0.7630000000000001,0.723,0.781,0.6799999999999999,U.S. Energy Information Administration,,,,,44.43,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34028,USA,United States of America,Water Treatment 1 & 2,USA0057605,5.2,41.3469,-72.0411,Oil,,,,2010.0,Connecticut Mun Elec Engy Coop,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.677,0.89,0.769,0.627,0.518,0.551,0.508,U.S. Energy Information Administration,,,,,3.04,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34029,USA,United States of America,Water Treatment Plant Generators,USA0056368,1.8,38.7607,-77.6209,Oil,,,,2007.0,City of Manassas - (VA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.018,0.024,0.043,0.005,0.013,0.004,0.005,U.S. Energy Information Administration,,,,,1.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34031,USA,United States of America,Waterbury Generation,USA0056629,96.0,41.5444,-73.0417,Gas,Oil,,,2009.0,Engie North America,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,57928,2019.0,20.683,24.75,0.0,0.0,0.0,0.0,11.393,U.S. Energy Information Administration,,,,,338.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34032,USA,United States of America,Wateree,USA0003297,771.8,33.8264,-80.6228,Coal,,,,1971.0,Dominion Energy South Carolina  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,32996,2019.0,2805.5000290000003,3669.562048,3198.891027,3390.308018,3566.445956,3800.002025,2061.245988,U.S. Energy Information Administration,,,,,3565.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34034,USA,United States of America,Waterford 1 & 2,USA0008056,932.0,29.9989,-90.4768,Gas,Oil,,,1976.4957081545065,Entergy Louisiana LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25137,2019.0,963.569002,1232.649038,1341.066986,843.866001,829.1809999999999,1613.666,673.00896,U.S. Energy Information Administration,,,,,3286.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34037,USA,United States of America,Waterford Power  LLC,USA0055503,921.6,39.5333,-81.7178,Gas,,,,2003.0,Waterford Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,3839.02,3923.031,6151.587,6543.375,6000.227,6180.696,6059.414000000001,U.S. Energy Information Administration,,,,,3250.01,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34038,USA,United States of America,Waterloo,USA0000971,30.2,38.3348,-90.1589,Oil,Gas,,,1989.6655629139077,City of Waterloo - (IL),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.7659999999999999,0.0,0.0,0.0,0.0,0.494,U.S. Energy Information Administration,,,,,17.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34040,USA,United States of America,Waterloo Lundquist,USA0007851,18.0,42.5062,-92.3456,Oil,,,,2000.0,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48112,2019.0,-0.414,-0.017,0.108,0.233,0.106,0.171,0.111,U.S. Energy Information Administration,,,,,10.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34043,USA,United States of America,Waters River,USA0001678,64.9,42.5429,-70.9283,Gas,Oil,,,1984.0924499229584,City of Peabody - (MA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,29794,2019.0,7.152000000000001,10.647,10.578,6.132000000000001,14.306,4.76,2.173,U.S. Energy Information Administration,,,,,228.86,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34044,USA,United States of America,Waterside Power  LLC,USA0056189,69.6,41.0372,-73.5564,Oil,,,,2004.6666666666667,Waterside Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,70541,2019.0,1.895,3.5340000000000003,1.026,1.452,1.242,1.378,1.243,U.S. Energy Information Administration,,,,,40.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34046,USA,United States of America,Watertown Power Plant,USA0007247,67.5,44.9017,-97.1083,Oil,,,,1978.0,Missouri Basin Muni Power Agny,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.072,0.143,0.091,0.141,0.104,1.991,U.S. Energy Information Administration,,,,,39.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34050,USA,United States of America,Watkins Manufacturing Co.,USA0057715,2.0,33.1438,-117.2369,Gas,,,,2001.0,Watkins Manufacturing Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,3.155,2.879,0.606,4.2860000000000005,3.3153400000000004,3.608,2.526,U.S. Energy Information Administration,,,,,7.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34051,USA,United States of America,Watson Cogeneration,USA0050216,405.0,33.8166,-118.2448,Gas,Oil,,,1988.0,ARCO Products Co-Watson,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,13450,2019.0,3111.957036,3067.2989809999995,3024.774002,3047.6199640000004,3019.601024,2988.6959610000004,3036.844031,U.S. Energy Information Administration,,,,,1428.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34057,USA,United States of America,Waukegan,USA0000883,793.7,42.3833,-87.8133,Coal,Oil,Gas,,1961.201713493763,Midwest Generations EME LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17178,2019.0,3509.115021,2787.02003,1796.2890080000002,1772.89697,1839.506029,1637.1959680000002,1193.867986,U.S. Energy Information Administration,,,,,3666.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34058,USA,United States of America,Waupun Correctional Central Heating Plt,USA0054407,4.3,43.6233,-88.7297,Oil,Gas,,,1974.8372093023252,State of Wisconsin,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,2.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34060,USA,United States of America,Wausau Paper Middletown,USA0057940,7.5,39.52,-84.4062,Coal,Oil,,,1986.0,Wausau Paper Middletown,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,9.2,8.760000000000002,9.35468,9.15098,9.29,5.998,2.871,U.S. Energy Information Administration,,,,,34.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
34063,USA,United States of America,Waverly Municipal Electric North Plant,USA0006554,25.1,42.7317,-92.4711,Oil,Gas,,,1986.764940239044,Waverly Municipal Elec Utility,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.5700000000000001,0.448,0.261,0.2,0.379,0.308,0.274,U.S. Energy Information Administration,,,,,14.71,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
